,,,,,,,,,,,,
,,,,,,,,,,,,
Y01-AA-FOR-0100 Workshop Stock Record ,,,,,,,,,,,,
,,,,,,,,,,,,
PART NUMBER,DESCRIPTION,QUANTITY,BATCH/LOT/ DATE.CODE,DELIVERY NO.,DATE RECEIVED,JOB/PROJECT REF.,LOCATION,COMMENTS,REMAINING QTY,P.O NUMBER ,UNIT VALUE,TOTAL VALUE
,BLUE  2.5MM TRI RATED CABLE,1500M,,,,,GF A 001,100M -  100M -CH,1400M,,£,£
,WHITE  2.5MM TRI RATED CABLE,500M,,,,,GF A 001,200M-A88,300 M,,£,£
,BROWN  2.5MM TRI RATED CABLE,100M,N/A,329,05/04/2016,A77,GF A 001,100M-A54,0,PO001506 ,£,£
,BLUE  2.5MM TRI RATED CABLE,100M,N/A,329,05/04/2016,A77,GF A 001,100M-A54,0,PO001506,£,£
,WHITE  1.5MM TRI RATED CABLE,400M,,,,,GFA 001,,400M,,,
BC5002 013,MCB REAR PLATE,27,,,,A70,GF A 002,,27,,£,£
,BLANKING PLATE,4,,,,,GF A 002,,4,FROM A70,£,£
,BLANKING PLATE,2,,,,,GF A 002,,2,FROM A70,£,£
,BLANKING PLATE,12,,,,,GF A 002,,12,FROM A70,£,£
BE2026 104,BLANKING PLATE 4U,12,,,,,GF A 002,,12,FROM A70,£,£
,BLANKING PLATE 1U,14,,,,,GF A 003,,14,FROM A70,£,£
BC5002 075,SWITCH PLATE  SIZE 2,12,,,,,GF A 003,,12,FROM A70,£,£
BC5002 011,LINK PLATE  SIZE 2,27,,,,,GF A 003,,27,FROM A70,£,£
BE2026 101,BLANKING PLATE,73,,,,,GF A 003,,71,FROM A70,£,£
,BRACKET,37,,,,,GF A 003,,36,FROM A70,£,£
FX0021 101,RACK FRAME (RELAY HOLDER),29,,,,,GF A 003,8 -A95,21,FROM A70,£,£
A29-TP-DET-0020,TRAINING PANEL FRONT,3,,,,,GF A 003,,3,FROM A29,£,£
,,,,,,,GFA 004,,,,£,£
,BATTERIES,4,,,,A75,GFA 005,,4,,£,£
,INSPECTION PIT,1,,,,A72,GFA 005,,1,,£,£
EAFIT003,"3/4"" x 1.2M EARTH ROD",50,N/A,2685/01,02/12/2015,A76,GF A 006,4 - A    46 - B32,0,PO001329,£,£
EAFIT004,"3/4"" COUPLERS",50,N/A,2685/01,02/12/2015,A76,GF A 006,,50,PO001329,£,£
EAFIT005,"3/4"" DRIVING STUD",5,N/A,2685/01,02/12/2015,A76,GF A 006,,5,PO001329,£,£
87633-0001,"5/8"" x 4ft  EARTH ROD",4,N/A,N/A,N/A,A54,GFA 006,,4,FROM A54,£,£
,BELL WIRE ASST COLOURS,50M,N/A,N/A,N/A,N/A,GF B 001,"RED, BLUE, YELLOW, BLACK, BROWN, GREEN - TAKEN ?",0,FROM S.B,£,£
,6.0MM GR/YELL  STRANDED CABLE,90M,,N/A,N/A,,GF B 001,20M -,70M,FROM A39,£,£
,2.5MM GR/YELL STRANDED CABLE,30M,,N/A,N/A,,GF B 001,30M -,15M,FROM S.B,£,£
,1.5MM GR/YELL STRANDED CABLE,150M,,N/A,N/A,,GF B 001,100M - ,50M,FROM S.B,£,£
,16MM GR/YELL STRANDED CABLE,80M,,N/A,N/A,,GF B 001,80M-A88,0,FROM S.B,£,£
,6.0MM BLUE STRANDED CABLE,130M,,N/A,N/A,,GF B 001,50M - ,80M,FROM S.B,£,£
,2.5MM BLUE STRANDED CABLE,280M,,N/A,N/A,,GF B 001,,280M,FROM S.B,£,£
,1.5MM BLUE STRANDED CABLE,160M,,N/A,N/A,,GF B 001,,160M,FROM S.B,£,£
,6.0MM BROWN STRANDED CABLE,90M,,N/A,N/A,,GF B 001,,90M,FROM S.B,£,£
,2.5MM BROWN STRANDED CABLE,140M,,N/A,N/A,,GF B 001,,140M,FROM S.B,£,£
,1.5MM BROWN STRANDED CABLE,300M,,N/A,N/A,,GF B 001,,300M,FROM S.B,£,£
,,,,,,,GF B 002,,,,£,£
 M10   ,M10 x 25 MM SET SCREW,100,N/A,N/A,N/A,,GF B 003,,0,FROM S.B,£,£
M10,M10 x 30 MM SET SCREW,300,N/A,N/A,N/A,,GF B 004,,250,FROM S.B,£,£
M10,M10 x 80MM SET SCREW,100,,N/A,N/A,A88,GF B 005,100 - A88,100,PO002086,£,£
M10 ,M10 x 100 MM SET SCREW,60,N/A,N/A,N/A,,GF B 006,,60,FROM S.B,£,£
M10,M10 x 120 MM SET SCREW,240,N/A,N/A,N/A,,GF B 007,,240,FROM S.B,£,£
M10,M10 FULL NUT,1700,N/A,N/A,N/A,,GF B 008,,1450,FROM S.B,£,£
M10,M10 FULL NUT,1700,N/A,N/A,N/A,,GF B 009,,1700,FROM S.B,£,£
M10 ,M10 SPRING WASHER,900,N/A,N/A,N/A,,GF B 010,,800,FROM S.B,£,£
M10,M10 SPRING WASHER,100,,,,A83,GF B 010,,100,,,
M10,M10 FLAT WASHER,2300,N/A,N/A,N/A,,GF B 011,,2100,FROM S.B,£,£
M10,120 MM THREADED BAR,240,N/A,N/A,N/A,,GF B 012,,240,FROM S.B,£,£
M10,120 MM THREADED BAR,313,N/A,N/A,N/A,,GF B 013,,313,FROM S.B,£,£
,,,,,,,GF B 014,,,,£,£
M12 ,M12 x 30MM SET SCREW,40,N/A,,,,GF B 015,,0,FROM S.B,£,£
M12 ,,,,,,,GF B 016,,,,£,£
M12,M12 x 40MM SET SCREW,60,N/A,,,,GF B 017,,60,FROM S.B,£,£
M12,M12 x 45MM SET SCREW,20,N/A,,,,GF B 018,,20,FROM S.B,£,£
M12,M12 x 50MM SET SCREW,10,N/A,,,,GF B 019,,0,FROM S.B,£,£
M12,M12 x 60MM SET SCREW,50,,,,,GF B 020,10 - A72,40,FROM S.B,£,£
,,,,,,,GF B 021,,,,£,£
,,,,,,,GF B 022,,,,£,£
M12 ,M12 FLAT WASHER,600,,,,,GF B 023,A75 - 50   A72 -100,288,FROM S.B,£,£
M12 ,M12 SPRING WASHER,50,,,,,GF B 024,,0,FROM S.B,£,£
,,,,,,,GF B 025,,,,£,£
,,,,,,,GF B 026,,,,£,£
M12,M12 x 200MM THREADED BAR,10,,,,,GF B 027,,10,FROM S.B,£,£
M16 ,M16 x 40MM SET SCREW,40,,,,,GF B 028,A72 -15,25,FROM S.B,£,£
M16  ,M16 x 50MM SET SCREW,30,,,,,GF B 029,,30,FROM S.B,£,£
M16 ,M16 FULL NUT,120,,,,,GF B 030,A72 -120,0,FROM S.B,£,£
M16 ,M16 FLAT WASHER,700,,,,,GF B 031,A72 - 120,500,FROM S.B,£,£
M16,M16 SPRING WASHER,80,,,,,GF B 032,A72 - 60,20,FROM S.B,£,£
,,,,,,,GF B 033,,,,£,£
M16,M16 EYE BOLT,5,,,,,GF B 034,,5,FROM S.B,£,£
M20,M20 x 420MM BOLT,16,,,,,GF B 035,,16,FROM S.B,£,£
M20,M20 FULL NUT,30,,,,,GF B 036,,30,FROM S.B,£,£
M20,M20 FLAT WASHER,70,,,,,GF B 037,,70,FROM S.B,£,£
M20,M20 LOCK WASHER,10,,,,,GF B 038,,10,FROM S.B,£,£
,,,,,,,GF B 039,,,,£,£
M20,M20 HALF NUT,20,,,,A75,GF B 040,,20,,£,£
M2874H,LINDAPTOR CLAMP,5,N/A,N/A,N/A,N/A,GF B 041,,1,FROM S.B,£,£
MP44/6,M6 G/CLAMP,200,,174-364704,04/04/2017,A54,GF B 042,100 - A54,0,PO002009,£,£
,3 CORE SCREENED 0.25 GREY FLEX,20M,,N/A,N/A,N/A,GF C 001,,20M,FROM S.B,£,£
,2 CORE SCREENED 0.5 GREY FLEX,10M,,N/A,N/A,N/A,GF C 001,,10M,FROM S.B,£,£
,3 CORE 1MM WHITE FLEX,30M,,N/A,N/A,N/A,GF C 001,,30M,FROM S.B,£,£
,2 CORE 1MM WHITE FLEX,20M,,N/A,N/A,N/A,GF C 001,,25M,FROM S.B,£,£
,3 CORE 1.5MM WHITE FLEX,20M,,N/A,N/A,N/A,GF C 001,,20M,FROM S.B,£,£
,2 CORE 0.75MM WHITE FLEX,50M,,N/A,N/A,N/A,GF C 001,,50M,FROM S.B,£,£
,2 CORE 0.5MM WHITE FLEX,100M,,N/A,N/A,N/A,GF C 001,,100M,FROM S.B,£,£
,3 CORE 1.5MM YELLOW FLEX,60M,,N/A,N/A,N/A,GF C 001,,60M,FROM S.B,£,£
,18 CORE 0.5MM BLACK FLEX,20M,,N/A,N/A,N/A,GF C 001,,20M,FROM S.B,£,£
,4 CORE 0.22MM BLACK FLEX,20M,,N/A,N/A,N/A,GF C 001,,20M,FROM S.B,£,£
,2 CORE 2.2MM BLACK FLEX,10M,,N/A,N/A,N/A,GF C 001,,10M,FROM S.B,£,£
,2 PAIR 0.22MM BLACK FLEX,25M,,N/A,N/A,N/A,GF C 001,,25M,FROM S.B,£,£
,6MM TRI RATED WHITE CABLE,20M,,N/A,N/A,N/A,GF C 001,,20M,FROM S.B,£,£
,4MM TRI RATED WHITE CABLE,60M,,N/A,N/A,N/A,GF C 001,,60M,FROM S.B,£,£
,1.5MM TRI RATED WHITE CABLE,30M,,N/A,N/A,N/A,GF C 001,,250M,FROM S.B,£,£
,0.5MM TRI RATED WHITE CABLE,250M,,N/A,N/A,N/A,GF C 001,,30M,FROM S.B,£,£
,4MM TRI RATED BROWN CABLE,40M,,N/A,N/A,N/A,GF C 001,,40M,FROM S.B,£,£
,4MM TRI RATED BLUE CABLE,50M,,N/A,N/A,N/A,GF C 001,,50M,FROM S.B,£,£
,0.5MM TRI RATED RED CABLE,160M,,N/A,N/A,N/A,GF C 001,80M - A75,80M,FROM S.B,£,£
,0.5MM TRI RATED GREY CABLE,20M,,N/A,N/A,N/A,GF C 001,,20M,FROM S.B,£,£
,6MM TRI RATED BLACK CABLE,50M,,N/A,N/A,N/A,GF C 001,,50M,FROM S.B,£,£
,2.5MM TRI RATED BLACK CABLE,150M,,N/A,N/A,N/A,GF C 001,,150M,FROM S.B,£,£
,1.5MM HSS BLACK CABLE,80M,,N/A,N/A,N/A,GF C 001,,80M,FROM A39,£,£
,0.5MM TRI RATED BLACK CABLE,70M,,N/A,N/A,N/A,GF C 001,70M - A75,0,FROM S.B,£,£
M6,LONG SPRING CHANNEL NUT,20,,N/A,N/A,N/A,GF C 002,,20,,£,£
M6,LONG SPRING CHANNEL NUT,15,,,,A75,GF C 002,,15,,£,
M6,SHORT SPRING CHANNEL NUT,450,,N/A,N/A,N/A,GF C 003,,450,,£,£
,,,,,,,GF C 004,,,,£,£
M8,LONG SPRING CHANNEL NUT,80,,N/A,N/A,N/A,GF C 005,,80,,£,£
M8,LONG SPRING CHANNEL NUT,82,,,,A75,GF C 005,,82,,,
M8,SHORT SPRING CHANNEL NUT,96,,N/A,N/A,N/A,GF C 006,,96,,£,£
M12,LONG SPRING CHANNEL NUT,47,,,,A75,GF C 007,,47,,£,£
M10,LONG SPRING CHANNEL NUT,10,,,,,GF C 008,,10,,£,£
M10,LONG SPRING CHANNEL NUT,93,,,,A75,GF C 008,,93,,,
M10,SHORT SPRING CHANNEL NUT,2,,,,,GF C 009,,2,,£,£
M10,CHANNEL NUT,364,,,,,GF C 010,,364,,£,£
M10,CHANNEL NUT,46,,,19/06/2017,A88,GFC 010,,46,PO00,,
D704,UNISTRUT FOOT PLATE,20,,,,A75,GF C 011,,20,,£,£
1031,UNISTRUT TEE JOIN,21,,,,,GF C 012,,21,,£,£
2322,UNISTRUT JOIN,9,,,,,GF C 013,2-A75,7,,£,£
,UNISTRUT ANGLE,22,,,,,GF C 014,21-A75,1,,£,£
,UNISTRUT ANGLE,9,,,,,GF C 015,9-A75,0,,£,£
1359,UNISTRUT ANGLE,6,,,,,GF C 016,,6,,£,£
SO320,UNISTRUT ANGLE,5,,,,,GF C 017,,5,,£,£
,UNISTRUT FOOTPLATE,1,,,,,GF C 018,,1,,£,£
,UNISTRUT S/S ANGLE BRACKET,67,,,,,GF C 019,,67,,£,£
,UNITRUNK CABLE TRAY CONNECTOR,54,,,,,GF C 020,,54,,£,£
,UNITRUNK CABLE TRAY CONNECTOR,8,,,,A75,GF C 020,,8,,,
,UNITRUNK CABLE TRAY CONNECTOR,24,,,,,GF C 021,,24,,£,£
,UNITRUNK END CAP,4,,,,,GF C 022,,4,,£,£
,UNITRUNK CONNECTOR,13,,,,,GF C 023,,13,,£,£
SOE 22,,4,,,,,GF C 024,,4,,£,£
STE 22,,3,,,,,GF C 025,,3,,£,£
,UNITRUNK JOIN,1,,,,,GF C 026,,1,,£,£
,VANTRUNK CONNECTOR,,,,,,GF C 027,,,,£,£
,VANTRUNK CONNECTOR,,,,,,GF C 028,,,,£,£
25MM,CONDUIT JUNCTION BOX 2-WAY (STR.),5,,,,,GF C 029,,5,,£,£
25MM,CONDUIT JUNCTION BOX 2-WAY (ELBOW),3,,,,,GF C 030,,3,,£,£
25MM,CONDUIT JUNCTION BOX 1-WAY,1,,,,,GF C 031,,1,,£,£
20MM,CONDUIT   T-JOIN ,7,,,,,GF C 032,,7,,£,£
25MM,CONDUIT COUPLER (F),27,,,,,GF C 033,,27,,£,£
20MM,CONDUIT COUPLER (F),44,,,,,GF C 034,,44,,£,£
,CONDUIT JUNCTION BOX LID (ASST),43,,,,,GF C 035,,43,,£,£
25MM,CONDUIT SADDLE,12,,,,,GF C 036,,12,,£,£
20MM,CONDUIT SADDLE,27,,,,,GF C 037,,27,,£,£
,METAL SADDLE,22,,,,,GF C 038,,22,,£,£
,,,,,,,GF C 039,,,,£,£
,,,,,,,GF C 040,,,FROM S.B,£,£
,,,,,,,GF C 041,,,FROM S.B,£,£
,,,,,,,GF C 042,,,FROM S.B,£,£
40 x 40,BLACK END CAP,66,,,,A75,GF C 043,10 - A99,56,FROM S.B,£,£
MP51,BLACK S/S END CAP,33,,,,,GF C 044,,33,FROM S.B,£,£
,WHITE S/S END CAP,6,,,,,GF C 045,,6,FROM S.B,£,£
,GRP BRACKET (ASST) ,9,,,,,GF C 046,,9,FROM S.B,£,£
,,,,,,,GF D 001,,,,£,£
,,,,,,,GF D 002,,,,£,£
,,,,,,,GF D 003,,,,£,£
,,,,,,,GF D 004,,,,£,£
,,,,,,,GF D 005,,,,£,£
,,,,,,,GF D 006,,,,£,£
,,,,,,,GF D 007,,,,£,£
,,,,,,,GF D 008,,,,£,£
,,,,,,,GF D 009,,,,£,£
,,,,,,,GF D 010 ,,,,£,£
,,,,,,,GF D 011 ,,,,£,£
,,,,,,,GF D 012 ,,,,£,£
,,,,,,,GF D 013 ,,,,£,£
,,,,,,,GF D 014,,,,£,£
,,,,,,,GF D 015 ,,,,£,£
,,,,,,,GF D 016 ,,,,£,£
,,,,,,,GF D 017,,,,£,£
,,,,,,,GF D 018 ,,,,£,£
,,,,,,,GF D 019 ,,,,£,£
,,,,,,,GF D 020 ,,,,£,£
,,,,,,,GF D 021 ,,,,£,£
,,,,,,,GF D 022,,,,£,£
,,,,,,,GF D 023,,,,£,£
,,,,,,,GF D 024,,,,£,£
,,,,,,,GF E 001,,,,,
,,,,,,,GF E 002,,,,,
,,,,,,,GF E 003,,,,,
,,,,,,,GF E 004,,,,,
,,,,,,,GF E 005,,,,,
,,,,,,,GF E 006,,,,,
,,,,,,,GF E 007,,,,,
,,,,,,,GF E 008,,,,,
,,,,,,,GF E 009,,,,,
,,,,,,,GF E 010,,,,,
,,,,,,,GF E 011,,,,,
,,,,,,,GF E 012,,,,,
,,,,,,,GF E 013,,,,,
,,,,,,,GF E 014,,,,,
,,,,,,,GF E 015,,,,,
,,,,,,,GF E 016,,,,,
,,,,,,,GF E 017,,,,,
,,,,,,,GF E 018,,,,,
,,,,,,,GF E 019,,,,,
,,,,,,,GF E 020,,,,,
,ASST CABLE,,,,,,GF F 001,,,,,
,,,,,,,GF F 002,,,,,
M10,M10 x 25MM HEX SET SCREW,,,N/A,N/A,A72,GF F 003,,,,,
M10,M10 x 30MM HEX SET SCREW,,,,,,GF F 004,,FROM S.B,,,
,,,,,,,GF F 005,,,,,
M10,M10 x 50MM HEX SET SCREW,,,,,,GF F 006,,FROM S.B,,,
M10,M10 x 60MM HEX SET SCREW,,,,,A75,GF F 007,,,,,
M10,M10 x 70MM HEX SET SCREW,,,,,,GF F 008,,FROM S.B,,,
,,,,,,,GF F 009,,,,,
M10,M10 x 100MM HEX SET SCREW,,,,,,GF F 010,,FROM S.B,,,
M10,M10 x 120MM HEX SET SCREW,,,,,,GF F 011,,FROM S.B,,,
M10,M10 x 120MM HEX SET SCREW,,,,,,GF F 012,,FROM S.B,,,
M10,M10 FULL NUT,,,,,"A54, A72, A88",GF F 013,,FROM S.B,,,
M10,M10 FLAT WASHER,,,,,"A54,A88",GF F 014,200 - B18,FROM S.B,,,
M10,M10 SPRING WASHER,,,,,A54,GF F 015,100 - B18,FROM S.B,,,
M10,M10 x 25MM PENNY WASHER,,,,,"A54, A72",GF F 016,,,,,
M10,M10 RIV NUT,,,,,A72,GF F 017,,,,,
,,,,,,,GF F 018,,,,,
M10,M10 x 70MM BOLT,,,,,A88,GF F 019,,,,,
M10 ,M10 x 125MM THREADED BAR,,,,,,GF F 020,,FROM S.B,,,
M10,M10 x 170MM THREADED BAR ,,,,,A72,GF F 021,,,,,
M10,M10 x 120MM THREADED BAR,,,,,,GF F 022,100 - B18,FROM S.B,,,
M10,M10 x 120MM THREADED BAR,,,,,,GF F 023,,FROM S.B,,,
M10,M10 FULL NUT,,,,,,GF F 024,200 - B18,FROM S.B,,,
M10,M10 FULL NUT,,,,,,GF F 025,,FROM S.B,,,
M10,M10 FULL NUT,,,,,,GF F 026,,FROM S.B,,,
,ASST CABLE,,,,,,GF G 001,,,,,
,,,,,,,GF G 002,,,,,
M12,M12 x 30MM HEX SET SCREW,,,,,A94,GF G 003,,,,,
M12,M12 x 35MM HEX SET SCREW,,,,,A72,GF G 004,,,,,
M12,M12 x 40MM HEX SET SCREW,,,,,A94,GF G 005,,,,,
M12,M12 x 45MM HEX SET SCREW,,,,,A94,GF G 006,,,,,
M12,M12 x 50MM HEX SET SCREW,,,,,A88,GF G 007,,,,,
M12,M12 x 50MM HEX SET SCREW,,,,,A88,GF G 008,,FROM S.B,,,
M12,M12 x 60MM HEX SET SCREW,,,,,A94,GF G 009,,FROM S.B,,,
M12,M12 x 65MM HEX SET SCREW,,,,,A54,GF G 010,,,,,
M12,M12 x 70MM HEX SET SCREW,,,,,A88,GF G 011,,,,,
M12,M12 FULL NUT,,,,,A94,GF G 012,,,,,
M12,M12 FLAT WASHER,,,,,"A72, A88",GF G 013,,,,,
,,,,,,,GF G 014,,,,,
M12,M12 LOCK NUT,,,,,A72,GF G 015,,,,,
M12,M12 x 60MM HEX SET SCREW - GALVANISED,,,,,A54,GF G 016,,,,,
M12,M12 FULL NUT - GALVANISED,,,,,"A54, A83",GF G 017,,,,,
M12,M12 FLAT WASHER - GALVANISED,,,,,A54,GF G 018,,,,,
,,,,,,,GF G 019,,,,,
,,,,,,,GF G 020,,,,,
,,,,,,,GF G 021,,,,,
,,,,,,,GF G 022,,,,,
,,,,,,,GF G 023,,,,,
,,,,,,,GF G 024,,,,,
,,,,,,,GF G 025,,,,,
,ASST CABLE,,,,,,GF H 001,,,,,
,,,,,,,GF H 002,,,,,
M16,M16 x 40MM HEX SET SCREW ,,,,,,GF H 003,,,,,
M16,M16 x 55MM HEX SET SCREW ,,,,,,GF H 004,,,,,
M16,M16 x 65MM HEX SET SCREW ,,,,,A72,GF H 005,,,,,
M16,M16 x 80MM HEX SET SCREW ,,,,,A72,GF H 006,,,,,
M16,M16 x 100MM HEX SET SCREW ,,,,,A72,GF H 007,,,,,
M16,M16 x 120MM HEX SET SCREW ,,,,,A72,GF H 008,,,,,
M16,M16 FULL NUT,,,,,,GF H 009,,,,,
M16,M16 FLAT WASHER,,,,,,GF H 010,,,,,
M16,M16 SPRING WASHER,,,,,,GF H 011,,,,,
M16,M16 x 140MM BOLT,,,,,A54,GF H 012,,,,,
M16 ,M16 x 45MM CSK SKT HEAD SCREW,,,,,,GF H 013,,,,,
M16,M16 HALF NUT,,,,,,GF H 014,,,,,
M16,,,,,,,GF H 015,,,,,
,,,,,,,GF H 016,,,,,
,,,,,,,GF H 017,,,,,
,,,,,,,GF H 018,,,,,
,,,,,,,GF H 019,,,,,
,,,,,,,GF H 020,,,,,
,,,,,,,GF H 021,,,,,
,,,,,,,GF H 022,,,,,
M20,M20 x 120MM HEX HEAD SCREW,,,,,,GF H 023,,,,,
,,,,,,,GF H 024,,,,,
,,,,,,,GF H 025,,,,,
M20,M20 LOCKING WASHER,,,,,,GF H 026,,,,,
M20,M20 HALF NUT GALVANISED,,,,,,GF H 027,,,,,
M20,M20 x 420MM BOLT,,,,,,GF H 028,,,,,
,ASST CABLE,,,,,,GF I 001,,,,,
M6,M6 SHORT SPRING CHANNEL NUT,,,,,,GF I 002,,,,,
M6,M6 LONG SPRING CHANNEL NUT,,,,,,GF I 003,,,,,
M8,M8 SHORT SPRING CHANNEL NUT,,,,,,GF I 004,,,,,
M8,M8 LONG SPRING CHANNEL NUT,,,,,,GF I 005,,,,,
M10,M10 SHORT SPRING CHANNEL NUT,,,,,,GF I 006,,,,,
M10,M10 LONG SPRING CHANNEL NUT,,,,,,GF I 007,,,,,
M12,M12 SHORT SPRING CHANNEL NUT,,,,,,GF I 008,,,,,
M12,M12 LONG SPRING CHANNEL NUT,,,,,,GF I 009,,,,,
,,,,,,,GF I 010,,,,,
,,,,,,,GF I 011,,,,,
M6,M6 CHANNEL NUT,,,,,,GF I 012,,,,,
M8,M8 CHANNEL NUT,,,,,,GF I 013,,,,,
M10,M10 CHANNEL NUT,,,,,,GF I 014,,,,,
M12,M12 CHANNEL NUT,,,,,,GF I 015,,,,,
,,,,,,,GF I 016,,,,,
,,,,,,,GF I 017,,,,,
,,,,,,,GF I 018,,,,,
,,,,,,,GF I 019,,,,,
,,,,,,,GF I 020,,,,,
,,,,,,,GF I 021,,,,,
,,,,,,,GF I 022,,,,,
,,,,,,,GF I 023,,,,,
,,,,,,,GF I 024,,,,,
,,,,,,,GF I 025,,,,,
,,,,,,,GF I 026,,,,,
,ASST CABLE,,,,,,GF J 001,,,,,
,,,,,,,GF J 002,,,,,
,,,,,,,GF J 003,,,,,
,,,,,,,GF J 004,,,,,
,,,,,,,GF J 005,,,,,
,,,,,,,GF J 006,,,,,
,,,,,,,GF J 007,,,,,
,,,,,,,GF J 008,,,,,
,,,,,,,GF J 009,,,,,
,,,,,,,GF J 010,,,,,
,,,,,,,GF J 011,,,,,
,,,,,,,GF J 012,,,,,
,,,,,,,GF J 013,,,,,
,,,,,,,GF J 014,,,,,
,,,,,,,GF J 015,,,,,
,,,,,,,GF J 016,,,,,
,,,,,,,GF J 017,,,,,
,,,,,,,GF J 018,,,,,
,,,,,,,GF J 019,,,,,
,,,,,,,GF J 020,,,,,
,,,,,,,GF J 021,,,,,
,,,,,,,GF J 022,,,,,
,,,,,,,GF J 023,,,,,
,,,,,,,GF J 024,,,,,
,,,,,,,GF J 025,,,,,
,,,,,,,GF J 026,,,,,
600 MM x 2M,600 MM MEDIUM DUTY CABLE TRAY ,1,N/A,174-404655,06/02/2018,A96,GF K 001,,1,PO002813,£,£
450 MM x 3M,450 MM MEDIUM DUTY CABLE TRAY ,6,N/A,N/A,N/A,A75,GF K 001,6 - B45,0,FROM A75,£,£
300 MM x 1M,300 MM MEDIUM DUTY CABLE TRAY ,1,N/A,N/A,N/A,A39,GF K 001,1 - B45,0,FROM A39,£,£
150 MM x 3M,150 MM MEDIUM DUTY CABLE TRAY ,1,N/A,338809,15/02/2018,A96,GF K 001,1 - B45,0,PO002813,£,£
150 MM x 3M,150 MM MEDIUM DUTY CABLE TRAY ,2,,,,B32,GF K 001,,2,,,
150 MM x 2M,150 MM MEDIUM DUTY CABLE TRAY,1,,,,,GF K 001,,1,,,
150 MM x 1.8M,150 MM MEDIUM DUTY CABLE TRAY,2,,,,,GF K 001,,2,,,
150 MM x 1M,150 MM MEDIUM DUTY CABLE TRAY ,2,N/A,338809,15/02/2018,A96,GF K 001,,2,PO002813,£,£
100 MM x 3M,100 MM MEDIUM DUTY CABLE TRAY ,3,N/A,N/A,N/A,N/A,GF K 001,2M - A   1M - B45,0,FROM S.B,£,£
100 MM x 2.5M,100 MM MEDIUM DUTY CABLE TRAY ,2,,,,,GF K 001,,2,,,
100 MM x 1.25M,100 MM MEDIUM DUTY CABLE TRAY ,1,N/A,N/A,N/A,A39,GF K 001,1M - A88,0,,£,£
50 MM x 1.75M,50 MM MEDIUM DUTY CABLE TRAY ,2,N/A,27504141,20/06/2017,A75,GF K 001,1.75M - A,1,PO002205,£,£
50 MM x 1M,50 MM MEDIUM DUTY CABLE TRAY ,1,N/A,27504141,20/06/2017,A75,GF K 001,,1,PO002205,£,£
100 MM x 2.4M,100 MM LIGHT DUTY CABLE TRAY ,2,,,,,GF K 001,,2,,£,£
100 MM x 1.5M,100 MM LIGHT DUTY CABLE TRAY ,1,,,,,,,1,,,
100 MM  x 1.3M,100 MM LIGHT DUTY CABLE TRAY ,1,,,,,,,1,,,
100 MM x 1M,100 MM LIGHT DUTY CABLE TRAY ,1,,,,,,,1,,,
0.75 MM x 3M,75 MM LIGHT DUTY CABLE TRAY,2,,,,,,,2,,,
0.75 MM x 2M,75 MM LIGHT DUTY CABLE TRAY,2,,,,,,,2,,,
0.75 MM x 0.8M,75 MM LIGHT DUTY CABLE TRAY,1,,,,,,,1,,,
41MM x 41MM,UNISTRUT CHANNEL x 1M(NOT SLOTTED),1,N/A,174-404655,06/02/2018,A96,GF K 001,2M - A   1M - B45,1,PO002813,£,£
41MM x 41MM,UNISTRUT CHANNEL x 3M,8,N/A,N/A,N/A,A75,GF K 001,3 -B45,5,,£,£
41MM x 41MM,UNISTRUT CHANNEL x 2.7M,2,N/A,N/A,N/A,A75,GF K 001,2 - B45,0,,£,£
41MM x 41MM,UNISTRUT CHANNEL x 2.4M,1,N/A,N/A,N/A,A75,GF K 001,1 - B45,0,,£,£
41MM x 41MM,UNISTRUT CHANNEL x 2M,2,N/A,N/A,N/A,A75,GF K 001,2 - B45,0,,£,£
41MM x 41MM,UNISTRUT CHANNEL x 1.5M,2,N/A,N/A,N/A,A75,GF K 001,2 - B45,0,,£,£
40MM x 21MM,UNISTRUT CHANNEL x 3M,74,N/A,174-310042,22/12/2015,A70,GF K 001,6-A54  6-A70  10-A75  5-A88  4-A96 A - 99  6 - B32,32,PO001360,£,£
40MM x 21MM,UNISTRUT CHANNEL x 1.65M,1,N/A,174-310042,22/12/2015,A70,GF K 001,6-A54  6-A70  10-A75  5-A88  4-A96  6 - B32,1,PO001360,£,£
,G - RAIL - NOT SLOTTED,34,,,,,,,,,,
,DIN RAIL DEEP SLOTTED 2M,18,,,,,,,,,,
,DIN RAIL DEEP SLOTTED 2M,1,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
M10,M10 THREADED BAR x 3M,6,N/A,N/A,N/A,A75,GF K 001,6 - B45,6,,£,£
M10,M10 THREADED BAR x 2.5M,11,N/A,N/A,N/A,A75,GF K 001,8 - A75  2-A72,1,,£,£
M10,M10 THREADED BAR x 2M,1,N/A,N/A,N/A,A75,GF K 001,1 - B45,1,,£,£
M8,M8 THREADED BAR x 3M,6,N/A,N/A,N/A,A75,GF K 001,6 - B45,6,,£,£
M8,M8 THREADED BAR x 1.75M,1,N/A,N/A,N/A,,GF K 001,1 - B45,1,,,
,TOP HAT SLOTTED DIN RAIL x 2M,18,N/A,,,,GF K 001,,18,,£,£
,TOP HAT SLOTTED DIN RAIL x 1M,1,N/A,,,,GF K 001,,1,,£,£
