Y01-AA-FOR-0098 Project Stock Record ,,,,,,,,,,,
,,,,,,,,,,,
PART NUMBER,DESCRIPTION,QUANTITY,BATCH/LOT/ DATE CODE,DELIVERY NUMBER,DATE RECEIVED,JOB/PROJECT REF.,LOCATION,COMMENTS,PURCHASE ORDER NUMBER,LINK TO DELIVERY NOTE ,
280-414,A2 STAINLESS STEEL M10 x 1M BAR,10,N/A,1153223698,14/02/2019,A99,A99,,PO003638,U:\1000-1999\DOC227.pdf,
701-5719,HIGH POWER WW RESISTOR 220R 200W,2,N/A,1153225190,14/02/2019,A99,A99,,PO003638,U:\1000-1999\DOC227.pdf,
914-1529,A2 STAINLESS STEEL M6 x 35 PAN HEAD SCREW,50,N/A,1153225190,14/02/2019,A99,A99,,PO003638,U:\1000-1999\DOC227.pdf,
491-5316,M6 x 35 SOCKET BUTTON HEAD SCREW,50,N/A,1153225190,14/02/2019,A99,A99,,PO003638,U:\1000-1999\DOC227.pdf,
1050000000,WAP 2.5-10 END PLATE,4,N/A,42178018,14/02/2019,,,,PO003635,U:\1000-1999\DOC228.pdf,
0383560000,EW35 END BRACKET,8,N/A,42178018,14/02/2019,,,,PO003635,U:\1000-1999\DOC228.pdf,
9537470000,WDU 6 SL/EN TERMINAL,8,N/A,42178017,14/02/2019,,,,PO003635,U:\1000-1999\DOC228.pdf,
EL001,ENGRAVED LABEL,2,N/A,DN121119,15/02/2019,,,,PO003630,U:\1000-1999\DOC230.pdf,
EL001,ENGRAVED LABEL,2,N/A,DN121121,15/02/2019,,,,PO003636,U:\1000-1999\DOC230.pdf,
EL001,ENGRAVED LABEL - 3MM RED DISC,60,N/A,DN121120,15/02/2019,,,,PO003631,U:\1000-1999\DOC230.pdf,
RO7179-05,RUSTOLEUM 7179 BLACK PAINT - 5L,1,N/A,89590,15/02/2019,,,,PO003634,U:\1000-1999\DOC231.pdf,
483-2378,BRASS M6 x 20 HEX SET SCREW,100,N/A,1153258779,15/02/2019,,,,PO003648,U:\1000-1999\DOC232.pdf,
483-2621,BRASS M6 FLAT WASHER,250,N/A,1153258779,15/02/2019,,,,PO003648,U:\1000-1999\DOC232.pdf,
732-1691,21 x 41MM  GALV. SLOTTED CHANNEL x  3M,2,N/A,1153228026,18/02/2019,,,,PO003638,U:\1000-1999\DOC233.pdf,
XLPE2X6,2x 6 XPLE PVC SWA 1K BROWN  BLUE CABLE,20M,N/A,W/3394860,18/02/2019,,,,PO003645,U:\1000-1999\DOC234.pdf,
EL001,ENGRAVED LABEL,1,N/A,DN121158,21/02/2019,,,,PO003651,U:\1000-1999\DOC235.pdf,
EFT-16726,PBSI  S9B STYLE  INTERLOCK-LONG BLUE EARTH,8,N/A,111112,21/02/2019,,,,PO003546,U:\1000-1999\DOC236.pdf,
EL001,ENGRAVED LABEL,3,N/A,DN121193,25/02/2019,,,,PO003659,U:\1000-1999\DOC238.pdf,
PG21,B-PG21- M20 CONVERTER,10,N/A,174-461179,26/02/2019,,,,PO003655,U:\1000-1999\DOC239.pdf,
INSM20/M20,M20 MALE TO M20 FEMALE ADAPTOR,10,N/A,0000141913,26/02/2019,,,,PO003655,U:\1000-1999\DOC240.pdf,
121-130-001,BONDING CABLE LUG (19/4.22 - M16)(091/0102204),20,N/A,41388,27/02/2018,,,,PO003663R,U:\1000-1999\DOC242.pdf,
121-813-003,WEDGE TAP CONNECTOR WG9AL,4,N/A,41388,27/02/2018,,,,PO003663R,U:\1000-1999\DOC242.pdf,
468-245-003,SADTEM CURRENT TRANS. ADAPTOR PLATE,1,N/A,41400,27/02/2019,,,,PO003643,U:\1000-1999\DOC243.pdf,
171-212-325,65 x 50 x  8 ANGLE,2,N/A,41400,27/02/2019,,,,PO003643,U:\1000-1999\DOC243.pdf,
M16,M16 LINDAPTOR BEAM CLAMP TYPE A,18,N/A,174-461258,28/02/2019,,,,PO003655,U:\1000-1999\DOC244.pdf,
276-926,M16 FLAT WASHER,50,N/A,1153833513,28/02/2019,,,,S.MULLIGAN,U:\1000-1999\DOC245.pdf,
M16,A2 STAINLESS STEEL M16 x 65 HEX SET SCREW,40,N/A,172000,04/03/2019,,,,,U:\1000-1999\DOC246.pdf,
M16,A2 STAINLESS STEEL M16 FULL NUT,40,N/A,172000,04/03/2019,,,,,U:\1000-1999\DOC246.pdf,
M16,A2 STAINLESS STEEL M16 FLAT WASHER,80,N/A,172000,04/03/2019,,,,,U:\1000-1999\DOC246.pdf,
M16,A2 STAINLESS STEEL M16 SPRING WASHER,40,N/A,172000,04/03/2019,,,,,U:\1000-1999\DOC246.pdf,
MGRP414012GE,ELDON MULTI -MOUNT MOUNTING PLATE 400x 400,2,N/A,42186122,07/03/2019,,,,PO003635,U:\1000-1999\DOC247.pdf,
GMP4140E,ELDON MULTI -MOUNT ENCLOSURE 405x400x120,2,N/A,42495350,07/03/2019,,,,PO003635,U:\1000-1999\DOC247.pdf,
9537470000,WDU 6 SL/EN TERMINAL,12,N/A,42864553,13/03/2019,,,,PO003694,U:\1000-1999\DOC248.pdf,
27889-PBX15-048-010-06,48V 10A SERIES 1500 BATTERY CHARGER,1,BN114931,DN35584,14/03/2019,,,,PO003497,U:\1000-1999\DOC249.pdf,
A99-AA-DET-0004-C02,CT ADAPTOR PLATE,15,N/A,4734,15/03/2019,,,,PO003654,U:\1000-1999\DOC250.pdf,
A99-AA-DET-0006-C02,CT ADAPTOR ANGLE PLATES,30,N/A,4734,15/03/2019,,,,PO003654,U:\1000-1999\DOC250.pdf,
1050000000,WAP 2.5-10 END PLATE,6,N/A,42864568,15/03/2019,,,,PO003694,U:\1000-1999\DOC251.pdf,
0383560000,EW35 END BRACKET,12,N/A,42864568,15/03/2019,,,,PO003694,U:\1000-1999\DOC251.pdf,
20CW,20 CW LUG,45,,W/3412966,18/03/2019,,,,PO003697,U:\1000-1999\DOC252.pdf,
20SCW,20S CW LUG,45,,W/3412966,18/03/2019,,,,PO003697,U:\1000-1999\DOC252.pdf,
25CW,25 CW LUG,23,,W/3412966,18/03/2019,,,,PO003697,U:\1000-1999\DOC252.pdf,
XLPE4X2/5,4x 2.5(7) PVC SWA BRN BLU GREY BLACK CABLE,250M,,W/3412966,18/03/2019,,,,PO003697,U:\1000-1999\DOC252.pdf,
XLPE2X2/5,2x 2.5(7) PVC SWA1KV BRN BLUE CABLE,250M,,W/3412966,18/03/2019,,,,PO003697,U:\1000-1999\DOC252.pdf,
TRI16EY,1x 16 TRI RATED 600/1000V GRN/YELL CABLE,50M,,W/3412966,18/03/2019,,,,PO003697,U:\1000-1999\DOC252.pdf,
ET16C12,ET16C12 CRIMP LUG,40,,W/3412966,18/03/2019,,,,PO003697,U:\1000-1999\DOC252.pdf,
0091/011821,121/130/005 COMPRESSION LUG,123,,384681,19/03/2019,,,,PO003695,U:\1000-1999\DOC253.pdf,
M16,STAINLESS STEEL M16 FULL NUT,120,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M16,STAINLESS STEEL M16 FLAT WASHER,136,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M16,STAINLESS STEEL M16 SPRING WASHER ,120,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M12,STAINLESS STEEL M12 FULL NUT,590,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M12,STAINLESS STEEL M12 FLAT WASHER,605,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M12,STAINLESS STEEL M12 SPRING WASHER,605,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M16,STAINLESS STEEL M16 x  50 HEX HEAD SCREW,60,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M16,STAINLESS STEEL M16 x 45 HEX SKT CSK SCREW,60,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M12,STAINLESS STEEL M12 x 50 HEX SET SCREW,590,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M16,STAINLESS STEEL M16 LOCKNUT,32,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M16,TAPERED WASHER,64,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
BB18,18MM BLADE CRIMP,1900,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
BHBL3.0,3MM CRIMP,1900,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
BR64 ,6MM RING CRIMP,1900,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
RB11,11MM BLADE CRIMP,1900,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
RHBL3.0,3MM CRIMP,1900,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
CGPG21G,PG21 GREY CABLE GLAND,23,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
PLNPG21G,PG21 GREY LOCKNUT,23,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
B-PG21-M20,PG21 M20 CONVERTER,23,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
385AA03,BLACK CABLE CLEAT,114,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
385AA04,BLACK CABLE CLEAT,78,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M6,STAINLESS STEEL M6x 100 HEX SET SCREW,133,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
HFC300LBLK,300 x 3.6MM BLACK CABLE TIE,2200,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M6,BRASS M6 x 20 HEX SET SCREW,250,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M6,BRASS M6 FULL NUT,250,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
M6,BRASS M6 FLAT WASHER,250,,174-464554,20/03/2019,,,,PO003693,U:\1000-1999\DOC254.pdf,
A99-AA-DET-0005-C02,CT ADAPTOR PLATE,1,N/A,4755,21/03/2019,,,,PO003654,U:\1000-1999\DOC255.pdf,
148-045-998,19/4.22 ALUMINIUM UNCOATED RC,250M,,41904,22/03/2019,,,,PO003698,U:\1000-1999\DOC257.pdf,
148-046-998,19/3.25 BONDING CABLE (BLACK),100M,,41904,22/03/2019,,,,PO003698,U:\1000-1999\DOC257.pdf,
121-130-012,19/3.25 BONDING CABLE LUG -M12,80,,41904,22/03/2019,,,,PO003698,U:\1000-1999\DOC257.pdf,
125-802-001,CONDUCTOR TIE ASSEMBLY,30,,41904,22/03/2019,,,,PO003698,U:\1000-1999\DOC257.pdf,
468-245-003,SADTEM CURRENT TRANS. ADAPTOR PLATE,3,,41903,22/03/2019,,,,PO003663R,U:\1000-1999\DOC258.pdf,
171-212-325,65 x 50 x  8 ANGLE,6,,41903,22/03/2019,,,,PO003663R,U:\1000-1999\DOC258.pdf,
OHVT-52H-W-1N,52KV XPLE OUTDOOR TERM 95-300MM,3,,TD461290,25/03/2019,,,,PO003674,U:\1000-1999\DOC259.pdf,
2A24-2M12,CEMBRE HV CRIMP LUG 120mm2,4,,TD461290,25/03/2019,,,,PO003674,U:\1000-1999\DOC259.pdf,
2A19-M12,CEMBRE HV CRIMP LUG 95mm2,4,,TD461290,25/03/2019,,,,PO003674,U:\1000-1999\DOC259.pdf,
CAT120-8,TF4H BP 25KV 25 x 35 LUG,2,,TD461290,25/03/2019,,,,PO003674,U:\1000-1999\DOC259.pdf,
SMOE50383,36KV RIGHT ANGLED BOOT KIT,1,,TD461290,25/03/2019,,,,PO003674,U:\1000-1999\DOC259.pdf,
EPKT36E1XO,36KV XPLE OUTDOOR TERMINATION,1,,TD461290,25/03/2019,,,,PO003674,U:\1000-1999\DOC259.pdf,
EPPA-007,SILICONE GRAESE  5G TUBE,1,,TD461290,25/03/2019,,,,PO003674,U:\1000-1999\DOC259.pdf,
143-4Q-80,ALI OXIDE CLOTH 25MM x 25M,1,,TD461290,25/03/2019,,,,PO003674,U:\1000-1999\DOC259.pdf,
EL001,ENGRAVED LABEL,1,,DN121443,26/03/2019,,,,PO003702,U:\1000-1999\DOC260.pdf,
289-089,A2 STAINLESS STEEL M16 x 1M BAR,4,,1154975940,27/03/2019,,,,PO003716,U:\1000-1999\DOC261.pdf,
289-089,A2 STAINLESS STEEL M16 x 1M BAR,4,,1154975941,27/03/2019,,,,PO003716,U:\1000-1999\DOC261.pdf,
289-089,A2 STAINLESS STEEL M16 x 1M BAR,4,,1154975942,27/03/2019,,,,PO003716,U:\1000-1999\DOC261.pdf,
289-089,A2 STAINLESS STEEL M16 x 1M BAR,2,,1154975943,27/03/2019,,,,PO003716,U:\1000-1999\DOC261.pdf,
M6,STAINLESS STEEL M6 FLAT WASHER,100,,174-466094,29/03/2019,,,,PO003717,U:\1000-1999\DOC262.pdf,
M6,STAINLESS STEEL M6 SPRING WASHER,100,,174-466094,29/03/2019,,,,PO003717,U:\1000-1999\DOC262.pdf,
M6,STAINLESS STEEL M6 FULL NUT,100,,174-466094,29/03/2019,,,,PO003717,U:\1000-1999\DOC262.pdf,
?,?,?,,?,29/03/2019,,,,?,U:\1000-1999\DOC263.pdf,
FL106T-BOX,M6 TYPE FL1 FLANGE CLAMP 6MM BACK HOLE,100,N/A,DESP-073330,01/04/2019,A99,A99,,PO003717,U:\1000-1999\DOC264.pdf,
MGRP414012GE,ELDON MULTI-MOUNT ENCLOSURE 405x400x120,3,N/A,42868915,02/04/2019,,,,PO003694,U:\1000-1999\DOC265.pdf,
GMP4140E,ELDON MULTI -MOUNT MOUNTING PLATE 400x 400,3,N/A,42868915,02/04/2019,,,,PO003694,U:\1000-1999\DOC265.pdf,
732-1691,GALVANISED SLOTTED CHANNEL 21 x 41MM x 3M,2,N/A,1155461477,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
701-5719,HIGH POWER WW RESISTOR 220R 200W,3,N/A,1155461461,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
914-1529,A2 STAINLESS STEEL M6 x 8 CR PAN HEAD SCREW,50,N/A,1155461461,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
491-5316,M6 x 35MM SOCKET BUTTON HEAD SCREW,50,N/A,1155461461,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
278-916,M5 x 10MM FLAT WASHER,100,N/A,1155461461,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
467-406,TOP HAT PUNCHED DIN RAIL x 0.5M,3,N/A,1155461461,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
767-466,21 x 41MM  CHANNEL END CAP,30,N/A,1155461461,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
530-775,A2 STAINLESS STEEL M10 FULL NUT,100,N/A,1155461461,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
797-6364,A4 STAINLESS STEEL M10 FLAT WASHER,100,N/A,1155461461,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
189-737,A4 STAINLESS STEEL M10 SPRING WASHER,50,N/A,1155461461,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
767-832,A4 STAINLESS STEEL M6 LOCKING NUT,100,N/A,1155461461,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
189-658,A4 STAINLESS STEEL M6 FLAT WASHER,100,N/A,1155461461,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
280-414,A2 STAINLESS STEEL M10 x 1M BAR,15,N/A,1155461478,08/04/2019,,,,PO003700,U:\1000-1999\DOC266.pdf,
OCF52-3/ OCF52-4,SADTEM CT`S,16,N/A,156073,29/04/2019,A99,A99,,N/A,U:\1000-1999\DOC269.pdf,
503/45016,MRSC 800/1A PX RING CT,2,42694-1-001 - 002,17243,29/04/2019,,,,PO003675,U:\1000-1999\DOC270.pdf,
INSM20/M20,M20 MALE TO M20 FEMALE ADAPTOR,23,N/A,174-471577,02/05/2019,A99,A99,,PO003693,U:\1000-1999\DOC271.pdf,
121-130-005,"BI-METALLIC LUG- 19/4.22, M12 x 2 HOLE",40,20/2018,42675,02/05/2019,A99,A99,,PO003764,U:\1000-1999\DOC272.pdf,
C204,STAINLESS STEEL  BANDING 12.7MM x 30.5M ROLL,5,N/A,TD464772,07/05/2019,A99,A99,,PO003772,U:\1000-1999\DOC273.pdf,
HSDP 3000,3000W ELECTRNIC PANEL HEATER,1,BATCH A,CRE/261766,08/05/2019,,,,PO,U:\1000-1999\DOC274.pdf,
TR2.5B100,TRI-RATED 2.5 CABLE BLACK - 100M REEL,1,P61689690,CRE/261766,08/05/2019,,,,PO,U:\1000-1999\DOC274.pdf,
TR2.5G100,TRI-RATED 2.5 CABLE GREY - 100M REEL,1,T16988574,CRE/261766,08/05/2019,,,,PO,U:\1000-1999\DOC274.pdf,
7T.51.0.230.4360,FINDER HYGROSTAT,11,52504311,174-472160,09/05/2019,A99,A99,,PO003768,U:\1000-1999\DOC275.pdf,
7T.51.0.230.2303,FINDER HI THERMO,61,52497420,174-472160,09/05/2019,A99,A99,,PO003768,U:\1000-1999\DOC275.pdf,
7T.51.0.230.2401,FINDER LO THERMO,61,52493032,174-472160,09/05/2019,A99,A99,,PO003768,U:\1000-1999\DOC275.pdf,
0383560000,EW35 END BRACKET,61,,174-472160,09/05/2019,A99,A99,,PO003768,U:\1000-1999\DOC275.pdf,
MMLG01R1AA0001E,VERTICALLY MOUNTED TEST BLOCK,6,,4501630970,10/05/2019,,,,PO00,U:\1000-1999\DOC276.pdf,
161MB,EATON MCB 16A SP,1,,174-177554,14/05/2019,,,,,U:\1000-1999\DOC277.pdf,
16MM,6491X 16MM GREEN/YELLOW CABLE,20M,,174-473111,14/05/2019,,,,PO003776,U:\1000-1999\DOC278.pdf,
CT16 -8,CT16 - 8 LUG,1,N/A,174-473111,14/05/2019,,,,PO003776,U:\1000-1999\DOC278.pdf,
CT16 -10,CT16 - 10 LUG,1,N/A,174-473111,14/05/2019,,,,PO003776,U:\1000-1999\DOC278.pdf,
CT16 -12,CT16 - 12 LUG,1,N/A,174-473111,14/05/2019,,,,PO003776,U:\1000-1999\DOC278.pdf,
TA203562,DCV24/16P CHARGER SYSTEM,2,SO194308/1-001/01 - 02,D097174,14/05/2019,,,,PO003652,U:\1000-1999\DOC279.pdf,
TA203563,12FLB350 CELLS,4,239717,D097174,14/05/2019,,,,PO003652,U:\1000-1999\DOC279.pdf,
TR2.5W100,TRI-RATED 2.5 WHITE CABLE - 100M REEL,6,,174-473130,15/05/2019,,,,PO003776,U:\1000-1999\DOC280.pdf,
7T.51.0.230.4360,FINDER HYGROSTAT,50,,177434,03/06/2019,,,,PO003768,U:\1000-1999\DOC282.pdf,
121-130-005,"BI-METALLIC LUG- 19/4.22, M12 x 2 HOLE",30,,43273,05/06/2019,,,,PO003764,U:\1000-1999\DOC283.pdf,
168-209-250,50 x 10 BACKING FLAT WITH 2 x 18MM HOLES,24,,43274,05/06/2019,,,,PO003788,U:\1000-1999\DOC284.pdf,
OCF52-4,SADTEM CT`S,3,,500X218840,05/06/2019,,,,N/A,U:\1000-1999\DOC285.pdf,
BK1/S501-1A,BUSSMAN FUSE 5 x 20   `F` CERAMIC,65,,IN1050022,11/06/2019,,,,PO00,U:\1000-1999\DOC286.pdf,
CPG32B,NIGLON 32MM GLAND CW LOCKNUT,2,,174-475659,11/06/2019,,,,PO003776,U:\1000-1999\DOC287.pdf,
M16,STAINLESS STEEL M16 x 60MM HEX HEAD SCREW,45,,387799,11/06/2019,,,,PO,U:\1000-1999\DOC288.pdf,
M16,STAINLESS STEEL M16 FULL NUT,100,,387799,11/06/2019,,,,PO,U:\1000-1999\DOC288.pdf,
M16,STAINLESS STEEL M16 FLAT WASHER,200,,387799,11/06/2019,,,,PO,U:\1000-1999\DOC288.pdf,
M16,STAINLESS STEEL M16 SPRING WASHER,100,,387799,11/06/2019,,,,PO,U:\1000-1999\DOC288.pdf,
A99-AA-DET-0004-C02,CT ADAPTOR PLATE,15,N/A,5076,12/06/2019,A99,A99,,PO003787,U:\1000-1999\DOC289.pdf,
A99-AA-DET-0005-C02,CT ADAPTOR PLATE,1,N/A,5076,12/06/2019,A99,A99,,PO003787,U:\1000-1999\DOC289.pdf,
A99-AA-DET-0006-C02,CT ADAPTOR ANGLE PLATES,24,N/A,5076,12/06/2019,A99,A99,,PO003787,U:\1000-1999\DOC289.pdf,
A99-AA-DET-0008,CT ADAPTOR PLATE,5,N/A,5076,12/06/2019,A99,A99,,PO003787,U:\1000-1999\DOC289.pdf,
201MB3NSU,MEM MCB TYPE 3 20A M9 SP ,1,N/A,32446,14/06/2019,A99,A99,,S.MULLIGAN,U:\1000-1999\DOC290.pdf,
MHCO-TVI,CURRENT/VOLTAGE TRANSMITTER,3,N/A,5175/SP,24/06/2019,A88,A88,,PO003559,U:\1000-1999\DOC291.pdf,
MHCO-RV,VOLTAGE RECEIVER,3,2637/19/3/001 - 002- 003,5175/SP,24/06/2019,A88,A88,,PO003559,U:\1000-1999\DOC291.pdf,
MHCO-RI,CURRENT RECEIVER,3,2637/19/4/001 - 002 - 003,5175/SP,24/06/2019,A88,A88,,PO003559,U:\1000-1999\DOC291.pdf,
121-130-005,"BI-METALLIC LUG- 19/4.22, M12 x 2 HOLE",30,26/2019,43638,26/06/2019,A99,A99,,PO003764,U:\1000-1999\DOC292.pdf,
121-130-005,"BI-METALLIC LUG- 19/4.22, M12 x 2 HOLE",140,26/2019,43639,26/06/2019,A99,A99,,PO003797,U:\1000-1999\DOC293.pdf,
614-154,50 x 50MM  TRUNKING WITH FIXING LID   3M,1,N/A,1158742449,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
530-400,PO003833,,,1158742393,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
534-648,,,,1158742393,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
534-654,,,,1158742393,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
361-9297,,,,1158742393,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
624-1235,,,,1158742393,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
534-727,,,,1158742393,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
613-9328,,,,1158742393,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
613-9823,,,,1158742393,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
804-6975,,,,1158742393,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
613-9283,,,,1158742393,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
233-455,,,,1158742393,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
614-211,,,,1158742393,02/07/2019,A99,A99,,PO003833,U:\1000-1999\DOC294.pdf,
A99-AA-DET-0015,VT RELAY PLATE,6,N/A,5137,05/07/2019,A99,A99,,PO003815,U:\1000-1999\DOC295.pdf,
A99-AA-DET-0016,VT RELAY BRACKET,6,N/A,5137,05/07/2019,A99,A99,,PO003815,U:\1000-1999\DOC295.pdf,
FSU20-M20-M,,6,,WEB/270999,08/07/2019,,,,PO003842,U:\1000-1999\DOC296.pdf,
488-7384,,1,N/A,1158979265,08/07/2019,,,,PO003841,U:\1000-1999\DOC297.pdf,
132-116,,1,N/A,1158979265,08/07/2019,,,,PO003841,U:\1000-1999\DOC297.pdf,
16LCT,"FUSE,HRC,HIGH SPEED, 16A",2,N/A,DGB15750152,08/07/2019,,,,PO003840,U:\1000-1999\DOC298.pdf,
MICOM P921,P921-VOLTAGE AND FREQUENCY MANAGEMENT,6,,813969830,09/07/2019,,,,PO003780,U:\1000-1999\DOC299.pdf,
688-1195,CRIMP TERMINAL BLADE RED 10MM,300,N/A,1159097038,10/07/2019,,,,PO003850,U:\1000-1999\DOC300.pdf,
EL001,ENGRAVED LABELS,1,N/A,DN122454,15/07/2019,,,,PO00,U:\1000-1999\DOC301.pdf,
171-212-275,65 x 50 x  8 ANGLE,8,N/A,43960,15/07/2019,,,,PO003824,U:\1000-1999\DOC302.pdf,
A99-AA-DET-0018,TRANSFORMER ADAPTOR PLATE,4,N/A,5145,15/07/2019,A99,A99,,PO003825,U:\1000-1999\DOC303.pdf,
CL202K/1,GOBLIN GREEN 1 LTR PAINT,1,N/A,0000047220,16/07/2019,,,,,U:\1000-1999\DOC304.pdf,
FL106T-BOX,M6 TYPE FL1 FLANGE CLAMP 6MM BACK HOLE,100,MO-165702,DESP-075770,17/07/2019,A99,A99,,PO00,U:\1000-1999\DOC305.pdf,
M6,M6 STAINLESS STEEL FLAT WASHER,200,N/A,174-482547,18/07/2019,A99,A99,,PO003861R,U:\1000-1999\DOC307.pdf,
M6,M6 STAINLESS STEEL SPRING WASHER,200,N/A,174-482547,18/07/2019,A99,A99,,PO003861R,U:\1000-1999\DOC307.pdf,
M6,M6 STAINLESS STEEL FULL NUT,200,N/A,174-482547,18/07/2019,A99,A99,,PO003861R,U:\1000-1999\DOC307.pdf,
M6,M6 x 100MM STAINLESS STEEL HEX HEAD SCREW,100,N/A,174-482547,18/07/2019,A99,A99,,PO003861R,U:\1000-1999\DOC307.pdf,
M12,M12 STAINLESS STEEL FLAT WASHER,300,N/A,174-482547,18/07/2019,A99,A99,,PO003861R,U:\1000-1999\DOC307.pdf,
X1,BICON  JOINTING PASTE,2,,174-482547,18/07/2019,A99,A99,,PO003861R,U:\1000-1999\DOC307.pdf,
,GALVANISING PAINT SPRAY,2,,174-482547,18/07/2019,A99,A99,,PO003861R,U:\1000-1999\DOC307.pdf,
PA1,PARTEX PA1 MARKER (1),2000,,174-482547,18/07/2019,A99,A99,,PO003861R,U:\1000-1999\DOC307.pdf,
M12,M12 STAINLESS STEEL CONICALWASHER,200,N/A,174-482552,19/07/2019,A99,A99,,PO003861R,U:\1000-1999\DOC308.pdf,
BBY2,110V VOLTAGE TRANSFORMER,12,N/A,1921,19/07/2019,A99,A99,,PO003813,U:\1000-1999\DOC309.pdf,
9100032,TRANSMITTER/RECEIVER,1,2637/19/1/2 3/2 4/2,6184/SP,23/07/2019,A88,A88,WARRANTY REPAIR,N/A,U:\1000-1999\DOC311.pdf,
APCB-086,ROM- RELAY OUTPUT MODULE,,BN118660 / BN116144,DN36258,26/07/2019,,,,PO003839,U:\1000-1999\DOC312.pdf,
M16,M16 STAINLESS STEEL FULL NUT,150,N/A,174-484739,05/08/2019,,,,PO003888,U:\1000-1999\DOC313.pdf,
M16,M16 STAINLESS STEEL FLAT WASHER,15,N/A,174-484739,05/08/2019,,,,PO003888,U:\1000-1999\DOC313.pdf,
M16,M16 STAINLESS STEEL SPRING WASHER,100,N/A,174-484739,05/08/2019,,,,PO003888,U:\1000-1999\DOC313.pdf,
M16,M16 x 60MM STAINLESS HEX HEAD SCREW,60,N/A,174-484739,05/08/2019,,,,PO003888,U:\1000-1999\DOC313.pdf,
X1,BICON  JOINTING PASTE,2,,174-484739,05/08/2019,,,,PO003888,U:\1000-1999\DOC313.pdf,
HV,SOLVENT WIPES,2,,174-484739,05/08/2019,,,,PO003888,U:\1000-1999\DOC313.pdf,
AA150-M12,CEMBRE ALUMINIUM LUG,20,,174-484739,05/08/2019,,,,PO003888,U:\1000-1999\DOC313.pdf,
M12,M12 STAINLESS STEEL FLAT WASHER,200,N/A,174-484739,05/08/2019,,,,PO003888,U:\1000-1999\DOC313.pdf,
