Y01-AA-FOR-0098 Project Stock Record ,,,,,,,,,,,
,,,,,,,,,,,
PART NUMBER,DESCRIPTION,QUANTITY,BATCH/LOT/ DATE CODE,DELIVERY NUMBER,DATE RECEIVED,JOB/PROJECT REF.,LOCATION,COMMENTS,PURCHASE ORDER NUMBER,LINK TO DELIVERY NOTE ,
S0850H,INSULATORS,24,N/A,174-312473,21/01/2016,A72,A72,,PO001392,U:\DOC121.pdf,
UBE/D + ES/KMKS,TERMINALS,500,N/A,174-312461,21/01/2016,A70,A70,,PO001360,U:\DOC122.pdf,
TS21P-3LG,PLAIN CHANNEL,22 x 3M,N/A,CRE/205717,25/01/2016,A70,A70,,PO001408,U:\DOC123.pdf,
CF-SSPRING6,CHANNEL NUTS,150,N/A,CRE/205656,25/01/2016,A70,A70,,PO001408,U:\DOC124.pdf,
CF-SSPRING6,CHANNEL NUTS,150,N/A,CRE/205711,25/01/2016,A70,A70,,PO001408,U:\DOC125.pdf,
0397660000,DK4/35 2D GET SCH A1,17,N/A,174-312944,25/01/2016,A54,A54,,PO001353,U:\DOC126.pdf,
0359260000,AP DK END PLATE,1,N/A,174-312944,25/01/2016,A54,A54,,PO001353,U:\DOC126.pdf,
0383560000,EW35 END BRACKET,4,N/A,174-312944,25/01/2016,A54,A54,,PO001353,U:\DOC126.pdf,
0368600000 ,Q10 AKZ4 X/CONNECTOR,1,N/A,174-312944,25/01/2016,A54,A54,,PO001353,U:\DOC126.pdf,
203-694,24 VDC LED,7,N/A,174-312944,25/01/2016,A54,A54,,PO001353,U:\DOC126.pdf,
9537480000,WDU 10SL,300,N/A,14922263,25/01/2016,A70,A70,,PO001354,U:\DOC127.pdf,
WQV10/2 ,2 WAY BRIDGING BAR,134,N/A,14967449,25/01/2016,A70,A70,,PO001354,Y:\DOC128.pdf,
WQV10/2 ,2 WAY BRIDGING BAR,16,N/A,14869322,25/01/2016,A70,A70,,PO001354,Y:\DOC129.pdf,
1050000000,WAP2.5 PLATE,150,N/A,14869322,25/01/2016,A70,A70,,PO001354,Y:\DOC129.pdf,
0211360000,AP END SECTION PLATE,50,N/A,14820114,25/01/2016,A70,A70,,PO001354,Y:\DOC130.pdf,
0448460000,STL5 STUD TERMINAL,100,N/A,14820114,25/01/2016,A70,A70,,PO001354,Y:\DOC130.pdf,
0447260000,AP END SECTION PLATE,100,N/A,14820114,25/01/2016,A70,A70,,PO001354,Y:\DOC130.pdf,
1SNA115831R0400,TERMINAL,500,N/A,14875589,25/01/2016,A70,A70,,PO001354,Y:\DOC131.pdf,
1SNA215266R0100,END PLATE,250,N/A,14875589,25/01/2016,A70,A70,,PO001354,Y:\DOC131.pdf,
1SNA1198715R2100,SLIDING LINK,100,N/A,14875589,25/01/2016,A70,A70,,PO001354,Y:\DOC131.pdf,
0270460000,AP3 END PLATE,500,N/A,14938206,25/01/2016,A70,A70,,PO001354,Y:\DOC132.pdf,
0172160000 ,SAKR/35 TERMINAL,500,N/A,15025705,25/01/2016,A70,A70,,PO001354,Y:\DOC133.pdf,
0485760000,HP3 SUPPORT BRACKET,300,N/A,15025705,25/01/2016,A70,A70,,PO001354,Y:\DOC133.pdf,
0270460000,AP END SECTION PLATE,30,N/A,15075436,25/01/2016,A70,A70,,PO001391,Y:\DOC134.pdf,
0468760001,DEK 6 FS 1-50 TAG,500,N/A,15075447,25/01/2016,A70,A70,,PO001391,Y:\DOC135.pdf,
0468660001,DEK 6 FW 1-50 TAG,500,N/A,15075447,25/01/2016,A70,A70,,PO001391,Y:\DOC135.pdf,
0468660051,DEK 6 FW 51-100 TAG,500,N/A,15075447,25/01/2016,A70,A70,,PO001391,Y:\DOC135.pdf,
0468660101,DEK 6 FW 101-150 TAG,500,N/A,15075447,25/01/2016,A70,A70,,PO001391,Y:\DOC135.pdf,
0497560000,RSF3 TERMINAL,300,N/A,15075447,25/01/2016,A70,A70,,PO001391,Y:\DOC135.pdf,
0468760051,DEK 6 FS 51-100 TAG,500,N/A,15075447,25/01/2016,A70,A70,,PO001391,Y:\DOC135.pdf,
0468760101,DEK 6 FS 51-100 TAG,500,N/A,15075447,25/01/2016,A70,A70,,PO001391,Y:\DOC135.pdf,
7593G,FLOMASTA THERMOSTAT,23,N/A,A2026441910,25/01/2016,A70,A70,,PO001401,Y:\DOC136.pdf,
9501160000,RSF3 TERMINAL,550,N/A,15072404,26/01/2016,A70,A70,,PO001354,Y:\DOC139.pdf,
CB050X06,50 x 6MM COPPER BAR,7 x 4M,N/A,15370,26/01/2016,A70,A70,RETURNED - 28/01/2016,PO001396,Y:\DOC137.pdf,
 A2/63SPACK,CBL GLAND PK=1 63MM S BRS,50,N/A,174-313016,26/01/2016,A39,A39,,PO001404,Y:\DOC140.pdf,
0485400000,ADP3 COVER,15,N/A,15231269,28/01/2016,A70,A70,,PO001354,Y:\DOC146.pdf,
C101 HDHC,25 x 6MM COPPER BAR,7 x 4M,N/A,15398,28/01/2016,A70,A70,,PO001396,Y:\DOC145.pdf,
0336600000,Q4 AKZ4   X/CONNECTOR,1,N/A,174-313176,01/02/2016,A54,A54,,PO001353,Y:\DOC148.pdf,
0336500000,Q3 AKZ4   X/CONNECTOR,1,N/A,174-313176,01/02/2016,A54,A54,,PO001353,Y:\DOC148.pdf,
JTECH,10A 2P DC MCB,20,N/A,174-312832,01/02/2016,A70,A70,,PO001360,Y:\DOC149.pdf,
PA1 MARKER (0),IDENT (0),2000,,174-313829,01/02/2016,A54,A54,,PO001413,Y:\DOC150.pdf,
PA1 MARKER (1),IDENT (1),2000,,174-313829,01/02/2016,A54,A54,,PO001413,Y:\DOC150.pdf,
PA1 MARKER (2),IDENT (2),1000,,174-313829,01/02/2016,A54,A54,,PO001413,Y:\DOC150.pdf,
PA1 MARKER (3),IDENT (3),1000,,174-313829,01/02/2016,A54,A54,,PO001413,Y:\DOC150.pdf,
PA1 MARKER (4),IDENT (4),1000,,174-313829,01/02/2016,A54,A54,,PO001413,Y:\DOC150.pdf,
PA1 MARKER (5),IDENT (5),1000,,174-313829,01/02/2016,A54,A54,,PO001413,Y:\DOC150.pdf,
PA1 MARKER (6),IDENT (6),1000,,174-313829,01/02/2016,A54,A54,,PO001413,Y:\DOC150.pdf,
PA1 MARKER (J),IDENT (J),1000,,174-313829,01/02/2016,A54,A54,,PO001413,Y:\DOC150.pdf,
PA1 MARKER (K),IDENT (K),1000,,174-313829,01/02/2016,A54,A54,,PO001413,Y:\DOC150.pdf,
PA1 MARKER (L),IDENT (L),1000,,174-313829,01/02/2016,A54,A54,,PO001413,Y:\DOC150.pdf,
FSK  II +,CIRCUIT BREAKER,6,N/A,TR1301160096,01/02/2016,A54,A54,,PO001141,U:\DOC423.pdf,
9501160000,RSF3 TERMINAL,4450,N/A,15270099,02/02/2016,A70,A70,,PO001354,Y:\DOC151.pdf,
NSYRSW40,SWING RACK SIDE 19 40U,3,N/A,185977352,03/02/2016,A70,A70,,PO001371,Y:\DOC152.pdf,
0297200000,QL2 DLI X/CONNECTOR,100,2015/10,174-314058,04/02/2016,A54,A54,REQUIRED 2  - RECEIVED A PACK OF 100,PO001353,Y:\DOC155.pdf,
0485400000,ADP3 COVER,5,N/A,174-310626,04/02/2016,A70,A70,,PO001353,Y:\DOC157.pdf,
CSFM1 ,CRADLE MOUNT,100,N/A,174-314169,04/02/2016,A70,A70,,PO001413,U:\DOC424.pdf,
EZ-20PP,BINDING REEL,13,001354,174-314169,04/02/2016,A70,A70,,PO001413,U:\DOC424.pdf,
UB200,2.MM x 200MM BLACK TIE WRAP,5000,N/A,174-314169,04/02/2016,A70,A70,,PO001413,U:\DOC424.pdf,
RB205-FUR,1200MM COPPER ROD,40,N/A,01830434368,04/02/2016,A54,A54,15 TAKEN AND USED ON A83,PO001407R,Y:\DOC153.pdf,
CG270,EARTHROD COUPLING,30,N/A,01830434368,04/02/2016,A54,A54,10 TAKEN AND USED ON A83,PO001407R,Y:\DOC153.pdf,
TC080,50MM x 6MM COPPER TAPE,120M,N/A,01830434368,04/02/2016,A54,A54,,PO001407R,Y:\DOC153.pdf,
TC035,25MM x 4MM COPPER TAPE,50M,N/A,01830434368,04/02/2016,A54,A54,,PO001407R,Y:\DOC153.pdf,
CP260-H,DC CLIPS FOR COPPER TAPE,15,N/A,01830434368,04/02/2016,A54,A54,,PO001407R,Y:\DOC153.pdf,
PT009,CONCRETE INSPECTION PIT,10,N/A,01830434368,04/02/2016,A54,A54,,PO001407R,Y:\DOC153.pdf,
BB3-4-506506,FURSEWELD MOULD,1,N/A,01830434368,04/02/2016,A54,A54,,PO001407R,Y:\DOC153.pdf,
250P10,FURSEWELD POWDER,25,F4007/5,01830434368,04/02/2016,A54,A54,,PO001407R,Y:\DOC153.pdf,
200P10,FURSEWELD POWDER,25,20150608,01830434368,04/02/2016,A54,A54,,PO001407R,Y:\DOC153.pdf,
BR1-4-142254,FURSEWELD MOULD,1,N/A,01830434368,04/02/2016,A54,A54,,PO001407R,Y:\DOC153.pdf,
115P10,FURSEWELD POWDER,15,F4037/7,01830434368,04/02/2016,A54,A54,,PO001407R,Y:\DOC154.pdf,
HCPK4,HANDLE CLAMP,1,N/A,01830434368,04/02/2016,A54,A54,,PO001407R,Y:\DOC154.pdf,
BB3-4-254506,FURSEWELD MOULD,1,N/A,01830434368,04/02/2016,A54,A54,,PO001407R,Y:\DOC154.pdf,
NSYCNM6,REMOVABLE CAGE NUT M6,500,,185988331,09/02/2016,A70,A70,,PO001381R,Y:\DOC161.pdf,
NSYCNM8,REMOVABLE CAGE NUT M8,500,,185988331,09/02/2016,A70,A70,,PO001381R,Y:\DOC161.pdf,
M16X60SS,STAINLESS STEEL HEX SET SCREW,8,N/A,420386,10/02/2016,A72,A72,,PO001406,Y:\DOC162.pdf,
M16FS,STAINLESS STEEL HEX SET SCREW,16,N/A,420386,10/02/2016,A72,A72,,PO001406,Y:\DOC162.pdf,
M16NS,STAINLESS STEEL HEX SET SCREW,8,N/A,420386,10/02/2016,A72,A72,,PO001406,Y:\DOC162.pdf,
M16NYS,STAINLESS STEEL HEX SET SCREW,8,N/A,420386,10/02/2016,A72,A72,,PO001406,Y:\DOC162.pdf,
M12X40SS,STAINLESS STEEL HEX SET SCREW,16,N/A,420386,10/02/2016,A72,A72,,PO001406,Y:\DOC162.pdf,
M12FS,STAINLESS STEEL HEX SET SCREW,32,N/A,420386,10/02/2016,A72,A72,,PO001406,Y:\DOC162.pdf,
M12SS,STAINLESS STEEL HEX SET SCREW,16,N/A,420386,10/02/2016,A72,A72,,PO001406,Y:\DOC162.pdf,
M12NS,STAINLESS STEEL HEX SET SCREW,16,N/A,420386,10/02/2016,A72,A72,,PO001406,Y:\DOC162.pdf,
M8X25SS,STAINLESS STEEL HEX SET SCREW,12,N/A,420386,10/02/2016,A72,A72,,PO001406,Y:\DOC162.pdf,
M8FS,STAINLESS STEEL HEX SET SCREW,24,N/A,420386,10/02/2016,A72,A72,,PO001406,Y:\DOC162.pdf,
M8SS,STAINLESS STEEL HEX SET SCREW,12,N/A,420386,10/02/2016,A72,A72,,PO001406,Y:\DOC162.pdf,
M6X40SS,STAINLESS STEEL HEX SET SCREW,40,N/A,420386,10/02/2016,A39,A39,,PO001406,Y:\DOC162.pdf,
M6FS,STAINLESS STEEL FLAT WASHER,80,N/A,420386,10/02/2016,A39,A39,,PO001406,Y:\DOC162.pdf,
M6SS,STAINLESS STEEL SPRING WASHER,40,N/A,420386,10/02/2016,A39,A39,,PO001406,Y:\DOC162.pdf,
M6NS,STAINLESS STEEL FULL NUT,40,N/A,420386,10/02/2016,A39,A39,,PO001406,Y:\DOC162.pdf,
1391600000,ZQV1.5N/R6.4/19SW,4,N/A,174-314613,11/02/2016,A54,A54,,PO001353,Y:\DOC166.pdf,
044630000,LINK,2,N/A,174-314613,11/02/2016,A54,A54,,PO001353,Y:\DOC166.pdf,
2CDS272001R0064,S202MC6 MCB DP 10KA,6,N/A,174-313958,11/02/2016,A54,A54,,PO001414,Y:\DOC165.pdf,
2CDS271001R0024,S201MC2 MCB SP 10KA,6,N/A,174-313958,11/02/2016,A54,A54,,PO001414,Y:\DOC165.pdf,
2CDS272001R0104,S202MC10 MCB DP 10KA,2,N/A,174-313958,11/02/2016,A54,A54,,PO001414,Y:\DOC165.pdf,
2CDS272001R0064,S202MC6 MCB DP 10KA,2,N/A,174-313958,11/02/2016,A54,A54,,PO001414,Y:\DOC165.pdf,
2CDS272001R0024,S202MC2 MCB DP 10KA,4,N/A,174-313958,11/02/2016,A54,A54,,PO001414,Y:\DOC165.pdf,
2CDS272001R0044,S202MC4 MCB DP 10KA,6,N/A,174-313958,11/02/2016,A54,A54,,PO001414,Y:\DOC165.pdf,
2CDS271001R0044,S201MC4 MCB SP 10KA,2,N/A,174-313958,11/02/2016,A54,A54,,PO001414,Y:\DOC165.pdf,
2CDS272001R0044,S202MC4 MCB DP 10KA,1,N/A,174-313958,11/02/2016,A54,A54,,PO001414,Y:\DOC165.pdf,
1424-6488,21 x 41 BLACK END CAP,50,N/A,206853,15/02/2016,A70,A70,,N/A,Y:\DOC167.pdf,
M6X20MM,COUNTERSUNK POZI SCREW,200,N/A,101844,16/02/2016,A70,A70,,N/A,Y:\DOC168.pdf,
3182Y1.0W100,1.0MM WHITE CABLE,100M,N/A,CRE/207020,17/02/2016,A70,A70,,N/A,Y:\DOC169.pdf,
50X6C,500MM FLAT COPPER BAR,1,N/A,420819,18/02/2016,A39,A39,,PO001429,Y:\DOC170.pdf,
M8X40SB,M8 40MM BRASS SETSCREW,20,N/A,420819,18/02/2016,A39,A39,,PO001429,Y:\DOC170.pdf,
M8NB,M8 BRASS FULL NUT,20,N/A,420819,18/02/2016,A39,A39,,PO001429,Y:\DOC170.pdf,
M8SS,M8 SQ.SECT. SPRING S/S,20,N/A,420819,18/02/2016,A39,A39,,PO001429,Y:\DOC170.pdf,
M8FB,M8 BRASS WASHER,40,N/A,420819,18/02/2016,A39,A39,,PO001429,Y:\DOC170.pdf,
,CISCO PARTS,199,N/A,D.RUSSELL,19/02/2016,A70,TEST ROOM,,D.RUSSELL,,
M2/09/066073,COPPER BUSBAR + NYLON SPACER,1,N/A,420885,22/02/2016,A72,A72,1 PACK OF 5  TINNED FINISH TO BS 1872,PO001406,Y:\DOC172.pdf,
6A DP DC,MCB,15,07/16,174-313959,25/02/2016,A70,A70,,PO001415,Y:\DOC173.pdf,
EZ-20PP,CABLE TIDY,2,017475,174-314614,29/02/2016,A70,A70,,PO001413,Y:\DOC174.pdf,
EKO.110.081230,ENCLOSURE,4,,15655495,02/03/2016,A70,A70,,PO001434,Y:\DOC175.pdf,
PCH051,51MM HOLESAW,1,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
PCH064,64MM HOLESAW,1,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
PCH076,76MM HOLESAW,1,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
KLMR150T ,M/D CABLE TRAY,2,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
,GALVANISING SPRAY,2,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
PN061,CHANNEL NUT LONG SPRING,100,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
SC950B,41MM BLACK END CAP,100,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
RB0625,M6 x 25 ROOFING PIN AND NUT,200,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
TP3,BROWN WALL PLUG,100,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
3719547,"2"" x 10 POZI WOODSCREW",200,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
422PCG53,CW20 GLAND KIT,5,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
UB28,ADHESIVE CABLE TIE BASE BLACK,100,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
UB200C,BLACK CABLE TIE,100,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC176.pdf,
A2/75S,75MM CBL GLAND PACK BRASS,4,,174-318502,08/03/2016,A39,A39,,PO001459,Y:\DOC177.pdf,
MAD1201030R5,1200x1000x300MM ENCLOSURE,1,,174-318468,08/03/2016,A72,A72,,PO001456,Y:\DOC178.pdf,
AW41,WALL BRACKET PACK,1,,174-318468,08/03/2016,A72,A72,,PO001456,Y:\DOC178.pdf,
10450053,TRUNKING,16M,,174-318468,08/03/2016,A72,A72,,PO001456,Y:\DOC178.pdf,
0497560000,RSF3 TERMINAL,52,N/A,174-318468,08/03/2016,A72,A72,,PO001456,Y:\DOC178.pdf,
0270460000,AP END PLATE,6,N/A,174-318468,08/03/2016,A72,A72,,PO001456,Y:\DOC178.pdf,
0412160000,SAKR TERMINAL,418,,174-318468,08/03/2016,A72,A72,,PO001456,Y:\DOC178.pdf,
0211360000,AP END PLATE,40,,174-318468,08/03/2016,A72,A72,,PO001456,Y:\DOC178.pdf,
1631930000,SCHT5S GROUP MARKER,46,,174-318468,08/03/2016,A72,A72,,PO001456,Y:\DOC178.pdf,
0206160000,EWK 1 END BRACKET,20,,174-318468,08/03/2016,A72,A72,,PO001456,Y:\DOC178.pdf,
G RAIL,1M LENGTHS SLOTTED,5,,174-318468,08/03/2016,A72,A72,,PO001456,Y:\DOC178.pdf,
720-3868,AC POWER LEAD 2M WIRE ENDED,23,,1111681349,08/03/2016,A70,A70,,PO001455,Y:\DOC179.pdf,
367-0466,ACCESS CABINET 675 x 600   42U,1,N/A,1111757565,09/03/2016,A79,A79,,PO001462,Y:\DOC180.pdf,
6A 2P DC,MCB,50,09/15,174-314060,09/03/2016,A70,A70,,PO001360,Y:\DOC181.pdf,
720-3833,MAINS STRIP LIGHT,1,N/A,1111754267,09/03/2016,A79,A79,,PO001462,Y:\DOC182.pdf,
720-3868,AC POWER LEAD 2M WIRE ENDED,1,N/A,1111754267,09/03/2016,A79,A79,,PO001462,Y:\DOC182.pdf,
AA500-40M16,ALUMINIUM LUG,8,,TD385489,09/03/2016,A39,A39,,PO001458,Y:\DOC183.pdf,
JT400,DEGREASING WIPES,1 PACK,,TD385489,09/03/2016,A39,A39,,PO001458,Y:\DOC183.pdf,
SCOTCH 23,SELF AMALGAMATING TAPE,10,,TD385489,09/03/2016,A39,A39,,PO001458,Y:\DOC183.pdf,
1020200000,WDU 6,250,N/A,156827/01,10/03/2016,A79,A79,,PO001460,U:\DOC425.pdf,
1050000000,WAP 2.5 10,5,N/A,156827/01,10/03/2016,A79,A79,,PO001460,U:\DOC425.pdf,
1061200000,WEW 35/2,5,N/A,156827/01,10/03/2016,A79,A79,,PO001460,U:\DOC425.pdf,
0292460000,SCHT 5,5,N/A,156827/01,10/03/2016,A79,A79,,PO001460,U:\DOC425.pdf,
0383400000,RAIL,2M,N/A,156827/01,10/03/2016,A79,A79,,PO001460,U:\DOC425.pdf,
2C02,10KA MCB 2-POLE C 2A,1,37/15,124062,10/03/2016,A79,A79,,D.RUSSELL,Y:\DOC185.pdf,
2C06,4.5KA MCB 2-POLE 6A,5,N/A,124062,10/03/2016,A79,A79,,D.RUSSELL,Y:\DOC185.pdf,
AUX1CO,AUX CONTACT FOR 10KA MCB,6,39/15,124062,10/03/2016,A79,A79,,D.RUSSELL,Y:\DOC185.pdf,
R6T54/3,6A 3 POS 1/2/3 (45 DEGREE) SWITCH,1,49 2015,N/A,14/03/2016,A79,A79,,D.RUSSELL,,
R6T65,6A TP 4 POS 1/2/3/4 (90 DEGREE) SWITCH,1,49 2015,N/A,14/03/2016,A79,A79,,D.RUSSELL,,
R6T32/2,6A 2 POS 1/2 ROTARY SWITCH,1,49 2015,N/A,14/03/2016,A79,A79,,D.RUSSELL,,
R6D23/SR,6A 3 POS ROTARY SWITCH,5,49 2015,N/A,14/03/2016,A79,A79,,D.RUSSELL,,
R6D22/2,6A 2 POS 1/2  SWITCH,5,49 2015,N/A,14/03/2016,A79,A79,,D.RUSSELL,,
194-398, M6 AVK INSERTS,100,N/A,1111898104,14/03/2016,A72,A72,,PO001473,Y:\DOC189.pdf,
3308616,BLACK PUSH BUTTON,1,N/A,1111807300,14/03/2016,A79,A79,,PO001466,Y:\DOC188.pdf,
9026474,DO 204 AL 1000V DIODE,50,N/A,1111807300,14/03/2016,A79,A79,,PO001466,Y:\DOC188.pdf,
1922989,BOX FOR 12 CONTACTS,1,N/A,1111807300,14/03/2016,A79,A79,,PO001466,Y:\DOC188.pdf,
10450054,50 X 75 GREY TRUNKING,16M,22205-SG,174-319330,15/03/2016,A70,A70,,PO001468,Y:\DOC190.pdf,
194-427,M5 PLAIN INSERTS,1000,N/A,174-319330,15/03/2016,A70,A70,,PO001468,Y:\DOC190.pdf,
MAS0303021R5,300 x 300 x 210MM ENCLOSURE,1,N/A,174-319167,15/03/2016,A72,A72,,PO001463,Y:\DOC192.pdf,
AW41,WALL BRACKET PACK,1,N/A,174-319167,15/03/2016,A72,A72,,PO001463,Y:\DOC192.pdf,
AF01R5,GLAND PLATE SIZE 1,1,N/A,174-319167,15/03/2016,A72,A72,,PO001463,Y:\DOC192.pdf,
AG01,GLAND PLATE SIZE 1 GASKET,1,N/A,174-319167,15/03/2016,A72,A72,,PO001463,Y:\DOC192.pdf,
0497560000,RSF3 TERMINAL,30,N/A,174-319167,15/03/2016,A72,A72,,PO001463,Y:\DOC192.pdf,
3877960000,RSF3 TW PARTITION,1,N/A,174-319167,15/03/2016,A72,A72,,PO001463,Y:\DOC192.pdf,
1631930000,SCHT5S GROUP MARKER,1,N/A,174-319167,15/03/2016,A72,A72,,PO001463,Y:\DOC192.pdf,
CZE 134,25 x 40 TRUNKING,2M,N/A,174-319167,15/03/2016,A72,A72,,PO001463,Y:\DOC192.pdf,
AF03R5,GLAND PLATE SIZE 3,2,N/A,174-318766,15/03/2016,A72,A72,,PO001456,Y:\DOC193.pdf,
AG03,GLAND PLATE SIZE 3 GASKET,2,N/A,174-318766,15/03/2016,A72,A72,,PO001456,Y:\DOC193.pdf,
AF03R5,GLAND PLATE SIZE 3,1,N/A,174-319664,15/03/2016,A72,A72,,?,Y:\DOC194.pdf,
AG03,GLAND PLATE SIZE 3 GASKET,1,N/A,174-319664,15/03/2016,A72,A72,,?,Y:\DOC194.pdf,
RP-L4/3,RED ANGLED CRIMPS,4000,0423/2014,174-319318,15/03/2016,A70,A70,,PO001472,Y:\DOC191.pdf,
BP-L4,BLUE ANGLED CRIMPS,2000,4926/2015,174-319318,15/03/2016,A70,A70,,PO001472,Y:\DOC191.pdf,
AUX1CO,AUX CONTACT FOR 10KA MCB,176,43 2015,124219,17/03/2016,A70,A70,,PO001476,Y:\DOC195.pdf,
RCBBG,S/STEEL CUBICLE,1,N/A,6093,18/03/2016,A54,A54,,PO001450,Y:\DOC196.pdf,
2864250,FM4 MOUNTING BRACKET,50,N/A,1112102955,21/03/2016,A70,A70,,PO001481,Y:\DOC198.pdf,
1922989,BOX FOR 12 CONTACTS,1,N/A,1112010668,21/03/2016,A79,A79,,PO001479,Y:\DOC197.pdf,
756-W23-1K0JI,11 WATT 1K OHM 5% RESISTORS,80,1605-66741,40413846,21/03/2016,A70,A70,,D.RUSSELL,Y:\DOC199.pdf,
048540,ADP 3 COVER 1M,1,N/A,0000339927,21/03/2016,A79,A79,,PO001461,Y:\DOC200.pdf,
048576,HP3 SUPPORT BRACKET,2,N/A,0000339927,21/03/2016,A79,A79,,PO001461,Y:\DOC200.pdf,
047356 1  50,DEK5FS TERMINAL MARKER 1-50,50,N/A,0000339927,21/03/2016,A79,A79,,PO001461,Y:\DOC200.pdf,
047356 51  100,DEK5FS TERMINAL MARKER 51-100,50,N/A,0000339927,21/03/2016,A79,A79,,PO001461,Y:\DOC200.pdf,
047356 151  200,DEK5FS TERMINAL MARKER 151-200,50,N/A,0000339927,21/03/2016,A79,A79,,PO001461,Y:\DOC200.pdf,
047356 201  250,DEK5FS TERMINAL MARKER 201-250,50,N/A,0000339927,21/03/2016,A79,A79,,PO001461,Y:\DOC200.pdf,
047356 251  300,DEK5FS TERMINAL MARKER 251-300,50,N/A,0000339927,21/03/2016,A79,A79,,PO001461,Y:\DOC200.pdf,
047356 101  150,DEK5FS TERMINAL MARKER 101-150,50,N/A,0000340124,22/03/2016,A79,A79,,PO001461,Y:\DOC201.pdf,
A79/AA/DET/0001,MIMIC PLATE D,1,N/A,?,23/03/2016,A79,A79,,?,,
A79/AA/DET/0001,"19"" PLATE A",1,N/A,?,23/03/2016,A79,A79,,?,,
A79/AA/DET/0001,"19"" PLATE B",1,N/A,?,23/03/2016,A79,A79,,?,,
A79/AA/DET/0001,"19"" PLATE C",1,N/A,?,23/03/2016,A79,A79,,?,,
02-912.4,RESISTOR MOUNTING BASE,4,N/A,16102393,24/03/2016,A79,A79,,PO001490,Y:\DOC203.pdf,
TE1500,EARTH ROD HAMMER ADAPTOR,1,N/A,015879,24/03/2016,A54,A54,,PO001496,Y:\DOC202.pdf,
SB502,L BRACKET 2H/ 1 HOLE,20,N/A,174-320862,24/03/2016,A39,A39,,PO001498,Y:\DOC204.pdf,
0771-5224,50MM CABLE TRAY,1 x 3M,N/A,CRE/208839,24/03/2016,A79,A79,,A.SMITH,Y:\DOC205.pdf,
CB100X10,100 x 10MM COPPER BAR,1 x 4M,N/A,015890,29/03/2016,A54,A54,,PO001495,Y:\DOC207.pdf,
MMLG01R1AA0001E,TEST BLOCK,2,10524666,PN280316-3546,30/03/2016,A77,A77,,PO001435,Y:\DOC208.pdf,
BB3-4-506506,FURSEWELD MOULD,1,,,31/03/2016,A54,A54,,PO00,Y:\DOC209.pdf,
BB3-4-254506,FURSEWELD MOULD,1,,,31/03/2016,A54,A54,,,Y:\DOC209.pdf,
BR1-4-142254,FURSEWELD MOULD,1,,,31/03/2016,A54,A54,,,Y:\DOC209.pdf,
HCPK4,HANDLE CLAMP,1,,,31/03/2016,A54,A54,,,Y:\DOC209.pdf,
TK100,STANDARD TOOL KIT,1,,,31/03/2016,A54,A54,,,Y:\DOC209.pdf,
2864250,FM4 MOUNTING BRACKET,100,N/A,1112479991,31/03/2016,A70,A70,,PO001505,Y:\DOC210.pdf,
A79/AA/DET/0001,"19"" PLATES",2,N/A,?,31/03/2016,A79,A79,,?,,
0497560000,RSF3 TERMINAL,15,N/A,16213762,31/03/2016,A77,A77,,PO001509,Y:\DOC211.pdf,
0206160000,EWK 1 END BRACKET,10,N/A,16213762,31/03/2016,A77,A77,,PO001509,Y:\DOC211.pdf,
,SEMAPHORS,5,N/A,83051,31/03/2016,A79,A79,,PO001482R,Y:\DOC212.pdf,
31695-10,10KV INSULATORS,8,45 2014,122639,01/04/2016,A54,A54,,PO001494,Y:\DOC216.pdf,
EL001,ENGRAVED LABELS,2,N/A,DN111529,01/04/2016,A70,A70,2 PACKS OF ASST LABELS,PO001446,Y:\DOC215.pdf,
4461594,50 VDC POWER SUPPLY,1,530D117G1,1112557980,04/04/2016,A77,A77,,PO001508,U:\DOC426.pdf,
1922759,45MM PCB CARRIER,2,N/A,1112557979,04/04/2016,A77,A77,,PO001508,Y:\DOC217.pdf,
2204355,10 WAY PCB VERTICAL MOUNT,5,N/A,1112557979,04/04/2016,A77,A77,,PO001508,Y:\DOC217.pdf,
2467988,2M RED SHROUDED LEAD,1,N/A,1112557979,04/04/2016,A77,A77,,PO001508,Y:\DOC217.pdf,
2467994,2M BLACK SHROUDED LEAD,1,N/A,1112557979,04/04/2016,A77,A77,,PO001508,Y:\DOC217.pdf,
750244,S/STEEL HEAVY DUTY HANDLE,2,N/A,1112557979,04/04/2016,A77,A77,,PO001508,Y:\DOC218.pdf,
